Credit_Score,City,Gender,Age,Customer_Since,Current_Account_Balance,Num_of_products,UPI_Enabled,Estimated_Yearly_Income,Customer_Status,Age_Group
486,Delhi,Male,56,4,0.0,4,Yes,160739,Churned,Old
408,Bengaluru,Female,47,4,1624965.869,2,Yes,275173,Retained,Mid
511,Mumbai,Male,54,5,536709.2251,2,Yes,315145,Retained,Old
530,Delhi,Male,41,7,0.0,4,Yes,251113,Retained,Mid
451,Mumbai,Male,34,5,1788606.224,2,Yes,293368,Retained,Mid
427,Bengaluru,Female,41,2,1439444.142,2,No,461088,Retained,Mid
484,Mumbai,Female,35,7,1713639.362,4,Yes,190224,Retained,Mid
507,Bengaluru,Male,42,4,1870402.925,2,Yes,257086,Retained,Mid
645,Delhi,Female,44,8,0.0,4,Yes,241723,Retained,Mid
682,Delhi,Male,45,4,2342858.534,4,Yes,39124,Retained,Mid
496,Bengaluru,Male,26,2,0.0,4,Yes,338984,Retained,Young
657,Mumbai,Female,42,8,1697152.036,4,No,471521,Retained,Mid
692,Bengaluru,Male,51,3,0.0,4,No,6756,Retained,Old
435,Mumbai,Female,47,6,1392738.389,2,Yes,22271,Churned,Mid
595,Delhi,Male,45,2,0.0,4,Yes,374638,Retained,Mid
531,Mumbai,Male,42,3,1623320.849,4,Yes,368851,Churned,Mid
350,Mumbai,Female,41,1,1849283.999,4,No,335284,Retained,Mid
513,Delhi,Male,20,1,988025.1663,2,Yes,364679,Retained,Young
574,Mumbai,Male,57,5,1538044.442,2,Yes,385780,Retained,Old
415,Bengaluru,Female,84,7,0.0,4,Yes,315881,Retained,Old
542,Bengaluru,Male,38,8,1460189.947,2,Yes,68757,Retained,Mid
574,Mumbai,Male,47,3,1095151.044,2,Yes,300004,Retained,Mid
473,Bengaluru,Male,28,4,1240857.777,4,Yes,533396,Retained,Young
513,Bengaluru,Female,62,7,0.0,4,No,217482,Retained,Old
483,Delhi,Female,53,4,0.0,2,Yes,350828,Retained,Old
460,Bengaluru,Male,44,4,1638626.444,2,Yes,461125,Retained,Mid
537,Bengaluru,Female,38,7,1307972.713,4,No,499371,Retained,Mid
605,Delhi,Female,51,2,2253263.815,4,No,255432,Churned,Old
385,Mumbai,Male,39,6,1720832.909,2,Yes,519365,Retained,Mid
438,Mumbai,Male,30,5,2299686.181,2,No,15615,Retained,Young
466,Mumbai,Male,18,1,1843484.889,2,Yes,44281,Retained,Young
568,Bengaluru,Female,42,7,0.0,4,No,397289,Retained,Mid
600,Delhi,Male,42,7,1214230.421,2,Yes,352891,Retained,Mid
550,Delhi,Female,28,4,0.0,2,No,295781,Retained,Young
531,Mumbai,Female,36,6,1663747.378,2,Yes,434094,Retained,Mid
436,Bengaluru,Male,48,8,0.0,2,Yes,332340,Retained,Mid
566,Delhi,Male,72,4,0.0,4,Yes,231913,Retained,Old
466,Mumbai,Female,39,8,1771934.883,4,Yes,328575,Retained,Mid
445,Mumbai,Female,61,7,1553242.555,4,Yes,127462,Churned,Old
615,Bengaluru,Female,79,2,0.0,2,Yes,456220,Churned,Old
501,Bengaluru,Female,17,5,0.0,4,Yes,74822,Retained,Young
459,Bengaluru,Female,50,6,1202604.766,2,Yes,100611,Retained,Mid
485,Delhi,Female,19,3,2725193.396,2,Yes,283454,Retained,Young
444,Mumbai,Male,26,3,1743543.024,2,Yes,360693,Retained,Young
388,Mumbai,Female,38,7,1866028.255,4,Yes,520229,Retained,Mid
511,Mumbai,Female,28,4,1140371.019,4,Yes,427407,Retained,Young
498,Mumbai,Male,41,2,1707171.511,4,No,212592,Retained,Mid
692,Delhi,Female,53,7,0.0,4,Yes,503082,Retained,Old
595,Bengaluru,Female,51,2,0.0,2,Yes,465869,Churned,Old
501,Mumbai,Male,48,1,1261443.138,2,Yes,648,Churned,Mid
534,Mumbai,Male,23,4,2284858.726,2,No,57770,Retained,Young
595,Bengaluru,Female,42,7,0.0,4,Yes,466700,Retained,Mid
602,Bengaluru,Male,42,6,0.0,4,Yes,532271,Retained,Mid
527,Mumbai,Male,48,1,989349.4932,5,Yes,518268,Retained,Mid
539,Bengaluru,Male,31,8,0.0,4,Yes,376751,Retained,Mid
542,Mumbai,Female,34,3,1581117.672,4,Yes,307293,Retained,Mid
549,Bengaluru,Male,20,7,1179926.893,2,Yes,49874,Retained,Young
615,Delhi,Female,31,2,1485053.372,4,Yes,13395,Retained,Mid
632,Mumbai,Female,53,3,1605240.85,4,No,218618,Retained,Old
558,Bengaluru,Female,79,8,0.0,5,Yes,206163,Churned,Old
474,Bengaluru,Female,19,4,0.0,2,Yes,152784,Retained,Young
492,Delhi,Female,48,4,1255019.357,2,No,392356,Retained,Mid
549,Bengaluru,Male,38,8,974970.089,2,No,400649,Retained,Mid
575,Delhi,Female,35,8,0.0,4,Yes,346524,Retained,Mid
553,Delhi,Male,42,5,1596624.439,4,Yes,254330,Retained,Mid
531,Bengaluru,Male,47,4,900780.6033,4,Yes,91852,Retained,Mid
538,Bengaluru,Male,48,1,0.0,4,No,359743,Retained,Mid
518,Mumbai,Male,59,3,1537158.003,2,Yes,521008,Churned,Old
469,Bengaluru,Male,62,7,0.0,4,Yes,158370,Retained,Old
504,Delhi,Male,44,5,0.0,4,Yes,322250,Retained,Mid
493,Delhi,Male,56,7,0.0,4,Yes,503358,Retained,Old
657,Bengaluru,Female,39,3,2491075.89,2,Yes,1645,Retained,Mid
615,Bengaluru,Male,23,1,1405904.777,2,Yes,310720,Retained,Young
588,Mumbai,Female,42,3,1122381.481,4,Yes,332177,Retained,Mid
574,Mumbai,Female,39,4,1806222.78,4,Yes,319663,Retained,Mid
514,Bengaluru,Female,31,2,0.0,4,Yes,50912,Retained,Mid
494,Mumbai,Female,44,3,1177315.939,2,Yes,483084,Retained,Mid
559,Mumbai,Female,44,4,1488689.707,2,No,242193,Retained,Mid
393,Bengaluru,Female,28,1,869820.152,2,Yes,5759,Retained,Young
442,Bengaluru,Female,50,4,1048618.406,5,Yes,235581,Churned,Mid
524,Bengaluru,Female,36,7,0.0,4,Yes,425481,Retained,Mid
530,Bengaluru,Male,45,5,0.0,2,Yes,66240,Retained,Mid
618,Delhi,Female,34,7,0.0,4,Yes,271482,Retained,Mid
592,Bengaluru,Male,38,5,1057525.689,4,Yes,31776,Retained,Mid
484,Mumbai,Female,38,2,1020312.784,4,No,428263,Retained,Mid
444,Bengaluru,Male,32,4,0.0,4,No,543976,Retained,Mid
466,Mumbai,Male,57,4,2086646.569,2,No,449438,Churned,Old
427,Mumbai,Female,36,4,1712655.417,4,No,150891,Retained,Mid
437,Bengaluru,Female,45,2,0.0,4,Yes,377144,Retained,Mid
420,Bengaluru,Male,56,5,650360.2075,2,No,470381,Churned,Old
500,Bengaluru,Male,18,4,1165480.962,4,Yes,336516,Retained,Young
692,Mumbai,Female,50,7,1525091.136,2,No,139776,Churned,Mid
574,Mumbai,Male,57,8,1937941.024,2,Yes,386150,Churned,Old
564,Delhi,Male,74,8,0.0,4,Yes,371256,Retained,Old
552,Bengaluru,Male,62,5,0.0,2,Yes,22466,Retained,Old
487,Mumbai,Female,35,8,1593248.355,4,Yes,544939,Retained,Mid
406,Bengaluru,Male,30,4,1897861.836,2,Yes,60282,Retained,Young
646,Delhi,Male,32,1,2130290.385,2,No,429521,Retained,Mid
498,Bengaluru,Male,39,3,0.0,2,Yes,131811,Retained,Mid
448,Bengaluru,Male,54,5,0.0,4,Yes,140125,Retained,Old
566,Delhi,Male,34,4,0.0,4,No,38355,Retained,Mid
679,Bengaluru,Female,41,7,1916847.796,2,Yes,246539,Churned,Mid
550,Bengaluru,Male,38,1,662381.8662,2,Yes,111363,Retained,Mid
491,Mumbai,Female,53,5,1334151.795,4,Yes,297241,Churned,Old
374,Mumbai,Female,56,6,1370098.533,2,Yes,13615,Churned,Old
430,Delhi,Female,47,4,0.0,4,Yes,69592,Retained,Mid
446,Bengaluru,Male,42,8,0.0,4,No,268586,Retained,Mid
553,Bengaluru,Female,61,8,0.0,4,Yes,512373,Retained,Old
465,Bengaluru,Male,23,8,2061334.904,2,No,47026,Retained,Young
580,Bengaluru,Female,48,3,0.0,4,Yes,152807,Retained,Mid
519,Mumbai,Male,42,6,1602865.258,4,Yes,434569,Retained,Mid
674,Bengaluru,Male,22,6,2044133.515,2,Yes,416751,Churned,Young
692,Bengaluru,Female,38,2,787538.6135,2,Yes,317186,Retained,Mid
423,Bengaluru,Female,38,4,1763536.444,2,Yes,529362,Retained,Mid
504,Bengaluru,Male,59,4,0.0,2,No,49578,Churned,Old
492,Delhi,Male,38,3,0.0,4,Yes,105725,Retained,Mid
542,Bengaluru,Male,77,4,0.0,4,Yes,507208,Retained,Old
613,Bengaluru,Male,34,5,1309723.54,2,No,250163,Retained,Mid
643,Mumbai,Female,24,6,1322868.017,2,No,439608,Retained,Young
430,Mumbai,Female,45,0,1655238.896,2,No,60819,Churned,Mid
605,Delhi,Male,32,1,1594897.661,2,Yes,389635,Retained,Mid
548,Bengaluru,Female,42,4,0.0,4,No,448137,Retained,Mid
403,Delhi,Male,54,3,1038315.369,5,Yes,370344,Churned,Old
630,Mumbai,Female,38,4,1542245.19,4,No,310718,Retained,Mid
570,Delhi,Female,69,1,893291.0491,2,No,382853,Retained,Old
346,Delhi,Male,45,4,0.0,4,Yes,386157,Retained,Mid
553,Bengaluru,Male,26,4,1591208.16,2,Yes,247031,Retained,Young
440,Mumbai,Male,50,8,1009830.555,4,Yes,472821,Retained,Mid
646,Mumbai,Female,74,3,1479206.882,2,Yes,255729,Churned,Old
672,Delhi,Male,72,7,2485814.479,4,No,443314,Churned,Old
512,Mumbai,Female,39,6,2163889.313,4,Yes,87194,Retained,Mid
633,Mumbai,Male,31,5,2048250.462,2,Yes,171114,Churned,Mid
542,Mumbai,Female,36,2,1596368.463,2,Yes,224352,Retained,Mid
431,Bengaluru,Female,91,7,1254179.577,4,Yes,421941,Churned,Old
463,Delhi,Female,44,7,0.0,4,No,218143,Retained,Mid
544,Mumbai,Male,77,4,1530559.176,2,No,138238,Retained,Old
566,Delhi,Female,84,1,1974957.781,2,Yes,347107,Churned,Old
442,Mumbai,Female,48,5,1925012.43,2,Yes,526242,Churned,Mid
519,Bengaluru,Female,48,1,1725226.722,2,Yes,130623,Retained,Mid
564,Bengaluru,Male,32,5,1661321.527,2,Yes,138245,Retained,Mid
463,Delhi,Male,48,4,1863962.669,2,Yes,448032,Retained,Mid
457,Delhi,Female,38,4,977913.6906,4,Yes,80051,Retained,Mid
458,Bengaluru,Female,32,6,1062129.2,2,Yes,334997,Retained,Mid
602,Bengaluru,Female,36,1,1688077.621,2,Yes,337823,Retained,Mid
424,Bengaluru,Male,109,5,0.0,4,Yes,134401,Retained,Old
435,Mumbai,Male,67,4,1894798.926,4,Yes,207923,Retained,Old
624,Mumbai,Male,36,1,1949537.445,2,Yes,362976,Retained,Mid
552,Delhi,Male,47,3,1668177.75,2,Yes,462097,Retained,Mid
588,Delhi,Female,44,5,0.0,4,Yes,258684,Retained,Mid
480,Delhi,Male,42,0,679494.5946,2,No,169211,Churned,Mid
454,Delhi,Male,34,6,0.0,4,Yes,456787,Retained,Mid
531,Bengaluru,Male,50,1,0.0,4,Yes,15805,Retained,Mid
553,Mumbai,Female,45,2,1974665.398,4,Yes,531459,Retained,Mid
526,Bengaluru,Female,17,8,0.0,4,No,144651,Retained,Young
645,Delhi,Male,41,0,0.0,2,No,408218,Retained,Mid
600,Bengaluru,Female,54,8,0.0,4,Yes,3739,Retained,Old
481,Bengaluru,Female,47,2,1203575.391,4,Yes,243011,Retained,Mid
606,Bengaluru,Female,20,4,1830590.672,2,Yes,485596,Retained,Young
535,Mumbai,Female,34,2,859327.1723,4,No,36940,Retained,Mid
562,Mumbai,Male,48,7,1350722.897,5,Yes,407822,Churned,Mid
543,Mumbai,Male,28,3,1302065.133,4,Yes,10069,Retained,Young
520,Delhi,Male,39,4,1806741.284,4,Yes,163440,Retained,Mid
500,Bengaluru,Male,42,7,831428.9676,7,No,361020,Churned,Mid
648,Mumbai,Female,45,4,996005.3005,4,No,287904,Retained,Mid
489,Delhi,Male,19,8,1568359.838,4,Yes,237796,Retained,Young
527,Bengaluru,Female,35,0,0.0,2,No,321447,Retained,Mid
511,Bengaluru,Female,41,3,0.0,4,Yes,23955,Retained,Mid
516,Mumbai,Female,42,1,1046466.194,4,Yes,529282,Retained,Mid
572,Bengaluru,Male,54,6,0.0,4,Yes,188588,Retained,Old
529,Mumbai,Male,59,6,1836145.388,2,Yes,157801,Retained,Old
614,Delhi,Male,62,6,1985052.595,4,No,412854,Retained,Old
505,Bengaluru,Male,31,1,1844922.344,4,No,423855,Retained,Mid
555,Bengaluru,Female,94,5,0.0,4,No,409892,Retained,Old
543,Mumbai,Female,51,1,1252865.446,2,Yes,88942,Churned,Old
412,Mumbai,Female,30,7,528744.5888,2,No,67338,Retained,Young
594,Mumbai,Female,54,5,2093024.805,2,No,445164,Retained,Old
461,Bengaluru,Female,50,2,0.0,4,Yes,460251,Retained,Mid
593,Bengaluru,Male,38,8,1731335.996,2,No,288805,Retained,Mid
451,Mumbai,Male,70,0,1339847.246,2,No,383586,Churned,Old
510,Bengaluru,Female,36,4,0.0,4,Yes,284225,Retained,Mid
426,Bengaluru,Male,101,6,0.0,4,No,358601,Churned,Old
570,Delhi,Male,56,4,574891.9433,4,No,124455,Retained,Old
594,Bengaluru,Female,36,0,0.0,4,Yes,4041,Retained,Mid
596,Delhi,Female,39,7,1251283.566,2,Yes,125923,Retained,Mid
400,Bengaluru,Female,45,6,0.0,4,No,195415,Retained,Mid
500,Delhi,Male,41,1,415247.1244,2,Yes,200910,Retained,Mid
461,Bengaluru,Female,32,4,0.0,2,Yes,150490,Churned,Mid
514,Delhi,Male,48,0,0.0,2,No,240996,Retained,Mid
623,Bengaluru,Male,28,6,2198736.42,4,No,130360,Retained,Young
375,Delhi,Male,39,7,0.0,2,Yes,362470,Retained,Mid
640,Bengaluru,Female,35,4,0.0,4,Yes,36273,Retained,Mid
543,Delhi,Male,45,2,0.0,4,Yes,111570,Churned,Mid
522,Bengaluru,Male,50,6,1618336.776,4,No,449686,Retained,Mid
616,Mumbai,Male,38,1,1685081.045,4,No,123198,Retained,Mid
573,Delhi,Male,41,2,2504417.326,4,Yes,416564,Retained,Mid
653,Bengaluru,Female,34,8,2168797.074,4,Yes,387141,Retained,Mid
561,Bengaluru,Male,27,4,2177845.03,2,Yes,135894,Retained,Young
581,Bengaluru,Male,24,6,0.0,4,Yes,455731,Retained,Young
676,Bengaluru,Female,32,2,0.0,4,No,9399,Retained,Mid
490,Delhi,Female,36,4,0.0,4,No,175455,Retained,Mid
604,Mumbai,Female,36,1,1831065.223,2,Yes,140793,Retained,Mid
414,Delhi,Female,48,6,1639276.917,2,No,314467,Retained,Mid
530,Bengaluru,Male,87,0,0.0,4,Yes,521814,Retained,Old
531,Bengaluru,Female,27,3,1832105.021,4,No,463005,Retained,Young
563,Mumbai,Female,24,2,1537630.712,2,No,494515,Retained,Young
561,Mumbai,Male,70,1,847955.7925,2,Yes,116073,Churned,Old
473,Bengaluru,Male,57,1,1576732.65,2,No,493861,Churned,Old
504,Mumbai,Female,23,4,1741621.978,2,Yes,394300,Retained,Young
578,Mumbai,Male,48,8,2026964.228,4,Yes,115433,Churned,Mid
561,Bengaluru,Male,75,4,0.0,4,No,136578,Retained,Old
579,Mumbai,Male,39,2,1756693.775,2,Yes,330387,Retained,Mid
583,Delhi,Male,61,1,1378302.549,4,Yes,341200,Churned,Old
526,Mumbai,Female,56,1,2417891.997,4,Yes,123406,Retained,Old
575,Bengaluru,Female,36,7,1809361.165,2,Yes,148748,Retained,Mid
518,Bengaluru,Female,28,1,0.0,4,Yes,250124,Retained,Young
572,Bengaluru,Male,35,5,0.0,4,No,92077,Retained,Mid
508,Delhi,Female,44,6,1592712.766,2,Yes,370144,Retained,Mid
692,Bengaluru,Female,42,4,1642453.598,2,Yes,540479,Retained,Mid
466,Bengaluru,Female,27,7,994806.7892,4,Yes,247072,Retained,Young
569,Mumbai,Male,69,3,1380645.532,2,Yes,427157,Churned,Old
500,Bengaluru,Female,61,3,0.0,4,Yes,136643,Retained,Old
392,Delhi,Female,45,1,1384264.621,2,Yes,339727,Retained,Mid
421,Delhi,Female,56,4,0.0,2,Yes,61298,Retained,Old
504,Bengaluru,Male,47,8,0.0,2,Yes,403014,Churned,Mid
408,Bengaluru,Male,31,7,0.0,4,Yes,308682,Retained,Mid
366,Delhi,Female,26,8,818319.641,4,No,535538,Retained,Young
506,Delhi,Male,27,7,0.0,4,Yes,342384,Retained,Young
623,Delhi,Female,48,0,0.0,4,No,93931,Retained,Mid
544,Bengaluru,Male,39,5,1244402.783,2,Yes,147937,Retained,Mid
615,Mumbai,Female,28,1,1727543.018,2,Yes,255634,Retained,Young
457,Delhi,Male,36,5,0.0,4,Yes,124010,Retained,Mid
566,Mumbai,Female,34,3,2052600.002,2,No,15252,Retained,Mid
462,Delhi,Male,27,5,0.0,4,No,456170,Retained,Young
535,Bengaluru,Female,41,7,2477565.141,2,Yes,260081,Retained,Mid
399,Bengaluru,Male,47,1,0.0,2,Yes,135881,Churned,Mid
654,Bengaluru,Female,26,6,1338553.209,2,Yes,351458,Retained,Young
470,Bengaluru,Female,79,8,1617541.155,4,Yes,489381,Retained,Old
525,Delhi,Female,41,4,619030.1709,4,Yes,120552,Retained,Mid
527,Delhi,Male,27,7,1363674.026,2,Yes,374241,Churned,Young
499,Mumbai,Male,64,6,1993578.041,2,Yes,146940,Churned,Old
340,Bengaluru,Female,38,7,2148237.806,2,Yes,422508,Retained,Mid
481,Delhi,Male,47,1,996386.483,2,No,374720,Churned,Mid
529,Delhi,Female,26,6,2231417.401,4,Yes,77789,Retained,Young
483,Bengaluru,Male,39,5,1754666.352,4,Yes,213985,Retained,Mid
486,Bengaluru,Female,36,8,0.0,4,Yes,135279,Retained,Mid
565,Bengaluru,Female,44,1,0.0,4,No,429766,Retained,Mid
536,Delhi,Female,28,4,0.0,4,Yes,272181,Retained,Young
523,Bengaluru,Female,42,5,0.0,4,No,390303,Retained,Mid
557,Bengaluru,Female,36,5,2493347.026,2,Yes,120369,Retained,Mid
692,Bengaluru,Male,41,0,2308513.418,2,Yes,171850,Retained,Mid
466,Delhi,Female,23,2,1642469.081,2,No,183680,Retained,Young
412,Bengaluru,Female,38,6,0.0,4,No,317389,Retained,Mid
498,Bengaluru,Male,44,1,0.0,4,Yes,25232,Retained,Mid
626,Bengaluru,Male,44,2,0.0,4,No,207074,Retained,Mid
533,Delhi,Male,30,3,1426128.452,4,No,210541,Retained,Young
532,Bengaluru,Female,42,5,954488.3757,2,Yes,128901,Retained,Mid
516,Bengaluru,Female,38,7,1289098.376,2,Yes,337452,Retained,Mid
608,Bengaluru,Female,50,4,904987.6997,2,Yes,315745,Churned,Mid
461,Bengaluru,Female,44,5,1656034.373,4,No,124452,Retained,Mid
379,Bengaluru,Female,31,5,0.0,4,Yes,7665,Retained,Mid
692,Mumbai,Female,22,6,1074820.677,4,No,28882,Retained,Young
501,Bengaluru,Female,38,8,0.0,4,Yes,70311,Retained,Mid
594,Delhi,Female,31,2,0.0,4,Yes,38835,Retained,Mid
544,Bengaluru,Female,45,3,1518680.833,2,Yes,470090,Retained,Mid
540,Delhi,Female,36,8,0.0,4,No,250736,Retained,Mid
627,Bengaluru,Male,48,8,1337145.992,7,Yes,376757,Churned,Mid
471,Delhi,Male,34,8,0.0,4,Yes,307947,Retained,Mid
583,Bengaluru,Male,26,6,1342859.968,4,Yes,520602,Retained,Young
566,Bengaluru,Male,31,8,0.0,4,Yes,305672,Retained,Mid
503,Delhi,Male,47,7,0.0,4,Yes,219747,Retained,Mid
540,Bengaluru,Female,69,7,0.0,2,Yes,445826,Churned,Old
437,Mumbai,Male,57,5,1255156.803,2,Yes,44549,Churned,Old
478,Delhi,Female,64,3,957024.764,2,No,407684,Retained,Old
476,Bengaluru,Male,44,4,0.0,2,Yes,239362,Retained,Mid
458,Mumbai,Female,48,2,1213523.827,2,Yes,53188,Churned,Mid
453,Bengaluru,Male,41,2,1766964.272,2,No,486789,Retained,Mid
553,Delhi,Male,39,7,1514231.39,2,No,332096,Retained,Mid
396,Bengaluru,Female,24,6,1757041.446,4,Yes,270066,Retained,Young
470,Bengaluru,Male,38,2,0.0,4,Yes,230238,Retained,Mid
643,Bengaluru,Male,57,8,2017794.466,2,No,44167,Churned,Old
487,Delhi,Male,23,5,0.0,4,Yes,419824,Retained,Young
485,Delhi,Male,32,1,0.0,4,Yes,22263,Retained,Mid
501,Bengaluru,Female,77,4,2110485.632,2,Yes,48494,Retained,Old
521,Bengaluru,Female,44,8,0.0,4,Yes,243374,Retained,Mid
556,Delhi,Male,41,6,0.0,4,Yes,287099,Retained,Mid
461,Mumbai,Male,47,2,1158580.16,4,Yes,423267,Retained,Mid
507,Mumbai,Male,59,1,1333412.992,2,Yes,325645,Churned,Old
692,Delhi,Male,45,8,0.0,4,Yes,391880,Retained,Mid
410,Mumbai,Female,51,4,1776074.663,4,Yes,497092,Retained,Old
460,Mumbai,Female,77,8,745895.6808,2,Yes,467706,Retained,Old
542,Bengaluru,Female,47,4,0.0,4,Yes,405162,Retained,Mid
406,Delhi,Male,67,1,832510.5579,4,No,396863,Churned,Old
547,Delhi,Female,36,2,0.0,4,Yes,500673,Retained,Mid
540,Bengaluru,Female,38,6,0.0,4,Yes,494342,Retained,Mid
373,Mumbai,Female,53,6,966652.2187,2,Yes,489453,Retained,Old
608,Delhi,Male,48,4,1120218.478,4,Yes,534068,Retained,Mid
501,Bengaluru,Male,42,5,0.0,4,Yes,236290,Retained,Mid
605,Bengaluru,Female,42,7,746096.5503,4,No,289821,Retained,Mid
428,Bengaluru,Female,30,1,1397826.653,2,No,345992,Retained,Young
482,Bengaluru,Male,89,4,2041014.28,2,Yes,208961,Retained,Old
501,Delhi,Female,98,4,0.0,4,Yes,475635,Retained,Old
474,Mumbai,Female,48,5,763051.8963,4,No,487894,Retained,Mid
495,Mumbai,Male,47,6,1146188.709,2,No,441539,Retained,Mid
602,Bengaluru,Male,64,4,0.0,4,Yes,490239,Retained,Old
620,Mumbai,Female,39,1,1485815.041,2,No,488682,Churned,Mid
526,Bengaluru,Female,65,7,616016.5396,2,No,472611,Churned,Old
366,Bengaluru,Male,20,6,0.0,4,No,481510,Retained,Young
630,Delhi,Female,35,8,0.0,4,Yes,29055,Retained,Mid
570,Delhi,Female,53,8,0.0,4,Yes,389846,Retained,Old
492,Mumbai,Male,57,4,1509688.735,2,No,130902,Churned,Old
429,Delhi,Male,31,2,227760.4169,2,Yes,267048,Churned,Mid
480,Delhi,Female,32,3,0.0,4,Yes,227655,Retained,Mid
437,Mumbai,Female,59,4,1726449.983,2,Yes,456120,Churned,Old
595,Bengaluru,Female,31,4,2579419.557,2,No,306890,Retained,Mid
539,Bengaluru,Male,57,5,0.0,4,Yes,354516,Retained,Old
527,Delhi,Female,70,1,921974.7205,2,No,497374,Retained,Old
381,Mumbai,Female,50,8,2618483.759,4,Yes,473084,Retained,Mid
552,Bengaluru,Male,35,8,0.0,2,Yes,406074,Retained,Mid
556,Delhi,Female,31,0,1758320.137,2,Yes,152288,Churned,Mid
661,Delhi,Female,28,1,1819639.206,2,No,317091,Retained,Young
441,Bengaluru,Male,51,7,1964698.583,2,No,28360,Retained,Old
551,Bengaluru,Male,100,7,0.0,4,Yes,420852,Retained,Old
601,Bengaluru,Female,31,1,0.0,4,Yes,450662,Retained,Mid
457,Bengaluru,Male,64,6,1574613.358,4,No,89391,Retained,Old
515,Bengaluru,Female,77,4,0.0,2,Yes,376109,Retained,Old
557,Delhi,Male,44,3,0.0,4,Yes,121254,Retained,Mid
594,Bengaluru,Male,57,6,0.0,2,Yes,91438,Churned,Old
413,Delhi,Female,35,6,0.0,4,Yes,186107,Retained,Mid
548,Mumbai,Male,31,4,1191230.014,2,Yes,26842,Retained,Mid
444,Delhi,Male,54,2,0.0,2,No,541912,Churned,Old
545,Mumbai,Male,47,2,1991978.273,2,No,191378,Retained,Mid
646,Delhi,Female,44,8,2580206.071,2,Yes,64650,Retained,Mid
530,Mumbai,Female,48,1,1054379.028,2,Yes,477657,Retained,Mid
550,Bengaluru,Female,23,1,1328781.823,2,No,318860,Retained,Young
544,Mumbai,Female,72,8,1380394.443,2,Yes,368225,Churned,Old
582,Bengaluru,Female,47,6,0.0,2,Yes,387301,Retained,Mid
549,Delhi,Male,39,7,2141923.074,2,No,96381,Retained,Mid
689,Mumbai,Male,39,4,1392526.646,2,Yes,502991,Retained,Mid
536,Bengaluru,Male,44,8,0.0,4,Yes,363876,Retained,Mid
563,Delhi,Male,57,3,0.0,4,Yes,413175,Churned,Old
544,Delhi,Male,32,7,0.0,4,Yes,379374,Retained,Mid
535,Delhi,Female,48,7,1354716.523,2,Yes,182100,Retained,Mid
612,Mumbai,Male,44,8,1231249.83,4,Yes,471256,Retained,Mid
506,Bengaluru,Female,51,7,0.0,4,Yes,275678,Retained,Old
692,Bengaluru,Male,41,5,0.0,4,Yes,521104,Retained,Mid
487,Mumbai,Male,61,8,1934406.438,4,Yes,455461,Churned,Old
653,Bengaluru,Male,35,8,2816875.251,2,Yes,148712,Churned,Mid
470,Bengaluru,Male,45,8,0.0,4,Yes,28915,Retained,Mid
545,Delhi,Female,39,2,1598766.081,4,No,231026,Retained,Mid
692,Bengaluru,Female,39,8,1237583.267,2,Yes,10329,Retained,Mid
460,Bengaluru,Female,38,5,0.0,2,Yes,173086,Retained,Mid
444,Bengaluru,Male,28,7,0.0,4,Yes,40709,Retained,Young
531,Delhi,Male,32,2,1024474.413,4,Yes,264828,Retained,Mid
629,Bengaluru,Female,48,4,0.0,4,Yes,68291,Retained,Mid
692,Bengaluru,Male,50,7,0.0,2,Yes,53791,Churned,Mid
666,Bengaluru,Male,34,1,2715775.58,2,No,488384,Retained,Mid
600,Mumbai,Female,51,8,1546838.291,4,Yes,175807,Churned,Old
563,Bengaluru,Female,32,2,0.0,4,No,357512,Retained,Mid
455,Bengaluru,Female,61,2,1990193.908,2,Yes,330263,Churned,Old
555,Bengaluru,Female,32,8,0.0,4,Yes,5627,Retained,Mid
438,Delhi,Male,61,8,1891625.012,2,No,476127,Churned,Old
606,Bengaluru,Male,30,5,0.0,4,Yes,423002,Retained,Young
549,Bengaluru,Female,45,1,0.0,4,Yes,419550,Retained,Mid
440,Mumbai,Female,45,4,1649284.726,2,Yes,44250,Retained,Mid
500,Bengaluru,Male,28,8,1306821.707,4,No,212340,Retained,Young
577,Bengaluru,Female,44,4,0.0,4,Yes,223167,Retained,Mid
645,Bengaluru,Female,39,2,0.0,4,Yes,218377,Retained,Mid
451,Delhi,Female,89,7,0.0,4,Yes,319870,Retained,Old
507,Bengaluru,Female,47,5,0.0,4,Yes,181156,Retained,Mid
448,Bengaluru,Female,44,8,1871566.816,5,Yes,469765,Churned,Mid
667,Mumbai,Female,45,8,1385944.146,2,Yes,45948,Churned,Mid
553,Bengaluru,Female,53,3,0.0,4,Yes,238188,Retained,Old
552,Mumbai,Female,59,2,1222618.212,4,No,530093,Retained,Old
468,Delhi,Male,42,0,0.0,4,No,82509,Retained,Mid
412,Bengaluru,Male,74,5,0.0,4,No,532683,Churned,Old
563,Mumbai,Female,54,5,2082634.41,7,No,296015,Churned,Old
475,Delhi,Male,62,1,0.0,2,No,418011,Churned,Old
487,Mumbai,Male,56,6,1725330.554,2,No,506816,Churned,Old
533,Mumbai,Male,42,4,1346040.291,2,Yes,217968,Churned,Mid
644,Bengaluru,Female,34,5,776055.5907,4,No,344981,Retained,Mid
620,Bengaluru,Female,67,1,1244996.502,2,Yes,466308,Retained,Old
358,Bengaluru,Female,50,2,0.0,4,Yes,136518,Retained,Mid
